2026-02-25 09:35:02,333 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /search?q=%D0%9D%D0%BE%D0%B2%D0%BE%D0%B5+%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE%2C+%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C&format=json&limit=1&accept-language=ru
2026-02-25 09:54:37,723 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /search?q=9-%D0%B9+%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B0%D0%BB%2C+%D0%A1%D0%B0%D0%BC%D0%B0%D1%80%D0%B0&format=json&limit=1&accept-language=ru
2026-02-25 10:05:45,565 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /osm/tools/overpass/api/interpreter
2026-02-25 10:05:46,010 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /1.x/?apikey=e27943f8-c65f-4361-8c7c-780e1bef1f63&geocode=%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%2C+%D0%9A%D0%BE%D1%80%D0%B4%D0%BD%D1%8B%D0%B9&format=json&results=5&ll=73.446292%2C54.960824&spn=0.015%2C0.015
2026-02-25 10:08:42,270 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /sparql?query=%0A++++SELECT+%3Fpop+WHERE+%7B%0A++++++%3Fcity+rdfs%3Alabel+%22%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2-%D0%BD%D0%B0-%D0%94%D0%BE%D0%BD%D1%83%22%40ru+.%0A++++++%3Fcity+wdt%3AP1082+%3Fpop+.%0A++++%7D+ORDER+BY+DESC%28%3Fpop%29+LIMIT+1%0A++++&format=json
2026-02-25 10:18:24,662 [INFO] urbanpulse — Пропуск мета-зоны: городской округ Астрахань (admin=6)
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=58310']' timed out after 60 seconds
2026-02-27 02:44:16,760 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 02:44:17,527 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 02:44:19,733 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 02:44:20,243 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 03:18:27,231 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=59631']' timed out after 60 seconds
2026-02-27 03:18:27,249 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 03:18:27,879 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 03:18:28,500 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 03:18:28,897 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 03:50:46,934 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=60296']' timed out after 60 seconds
2026-02-27 03:50:46,954 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 03:50:47,681 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 03:50:48,326 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 03:50:48,831 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 04:24:40,988 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=61155']' timed out after 60 seconds
2026-02-27 04:24:41,048 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 04:24:41,653 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:24:45,935 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:24:46,361 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 04:26:20,402 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=62654']' timed out after 60 seconds
2026-02-27 04:26:20,422 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 04:26:21,184 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:26:21,773 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:26:22,241 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 04:27:56,304 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=63048']' timed out after 60 seconds
2026-02-27 04:27:56,326 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 04:27:57,205 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:27:57,702 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:27:58,152 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 04:29:32,273 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=63428']' timed out after 60 seconds
2026-02-27 04:29:32,292 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 04:29:33,112 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:29:33,630 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:29:34,110 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 04:31:08,164 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=63796']' timed out after 60 seconds
2026-02-27 04:31:08,183 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 04:31:08,820 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:31:09,338 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:31:09,769 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 04:32:43,767 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=64187']' timed out after 60 seconds
2026-02-27 04:32:43,772 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 04:32:43,896 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:32:44,593 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:32:44,996 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 04:51:06,770 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=64546']' timed out after 60 seconds
2026-02-27 04:51:06,801 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 04:51:07,434 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:51:08,027 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 04:51:08,669 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 05:24:48,339 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=65313']' timed out after 60 seconds
2026-02-27 05:24:48,357 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 05:24:49,344 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 05:24:49,957 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 05:24:50,385 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 05:57:37,794 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=50039']' timed out after 60 seconds
2026-02-27 05:57:37,817 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 05:57:38,266 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 05:57:45,268 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 05:57:45,719 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 06:24:24,306 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=51459']' timed out after 60 seconds
2026-02-27 06:24:24,335 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 06:24:25,234 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 06:24:25,829 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 06:24:26,315 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 06:41:24,729 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=52551']' timed out after 60 seconds
2026-02-27 06:41:24,743 [INFO] WDM — ====== WebDriver manager ======
2026-02-27 06:41:25,576 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 06:41:26,120 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-27 06:41:26,520 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-27 07:14:20,795 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
